Job Working,ReadyStatus,Job Wait,OFF or unknown,AlarmStatus,Job Workingwaitoperator,Wait for reset,Manual job Working,Bevel Inclined Poly,Bevel Straight Poly,Bevel Straight CR 1,Bevel Straight CR 2,Groove Poly,Bevel Inclined HI,Bevel Straight HI,Groove OR,Cycle Time,Job Correctly Completed,Lens Rejected (Lens 2),Lens Rejected (Lens 1),Cannot Load Lens from Pallet,Server didnt send job,Barcode Not readable,Lens not traceable,Timestamp Identifier not received
138089,1192,71133,28798,12132,9565,636,1351,459,246,215,112,76,53,42,9,122,1198,52,20,17,11,4,7,1
136052,3275,76007,29438,11507,9956,657,625,546,263,185,111,68,54,31,12,136,706,63,39,15,21,26,13,1
138788,5287,73388,29082,7034,8503,1619,847,537,254,207,100,71,55,39,10,122,963,61,18,24,20,23,7,0
136737,6527,65761,28182,10763,9949,354,110,554,271,210,108,71,57,32,11,57,1117,60,21,26,19,18,8,0
137269,5579,65416,28658,7160,8512,1402,1537,509,249,224,110,71,64,38,11,133,853,66,35,29,20,33,9,0
138383,1768,71085,29470,11868,9637,544,540,528,275,222,102,68,67,41,13,128,1113,54,42,32,22,3,13,0
136280,4992,71807,29921,7790,8253,1190,783,464,222,215,111,74,58,32,12,57,1185,64,24,27,12,2,7,0
138337,3207,75146,29324,8508,8316,1293,246,537,226,196,104,75,56,39,12,60,1107,44,26,32,14,33,12,0
138089,3082,71130,28607,7407,9124,1386,1244,444,268,186,101,74,63,32,10,67,1257,58,40,22,19,6,10,1
135297,5421,69861,29578,11440,8898,507,606,440,236,196,101,69,58,31,12,130,835,55,35,11,14,8,10,0
138415,6972,75290,29377,8067,8905,410,745,441,227,188,103,71,59,38,12,100,848,62,19,34,8,0,9,1
137103,6918,73427,29792,12154,9042,1313,1338,525,231,200,99,69,70,33,12,76,1076,67,25,12,22,27,13,1
135634,7904,65959,29236,8411,9371,824,1418,445,236,211,111,74,69,37,10,96,1119,68,42,27,10,35,11,0
135836,1447,67422,29212,9380,10235,523,1503,482,226,200,96,71,63,35,10,104,985,68,23,32,23,7,14,0
138357,551,76042,28642,9730,8533,1529,1047,514,257,189,97,74,67,37,10,142,1197,70,31,18,13,9,14,0
135787,6606,66886,28346,10434,8528,507,841,510,229,210,93,73,61,38,12,143,687,55,36,28,18,24,7,1
135543,2074,69982,28811,7012,9287,524,693,457,223,193,90,70,66,33,12,117,990,42,32,23,8,26,11,0
136517,790,72099,29926,6889,9618,723,240,559,273,206,98,76,52,35,11,62,831,59,42,11,20,2,10,0
137179,1179,74126,28800,6565,8261,894,695,521,249,182,101,75,63,35,12,133,1074,60,24,30,17,35,12,1
135770,1971,72287,29160,8406,10095,1166,1375,442,273,221,103,74,60,37,13,61,770,45,34,38,8,24,13,0
135810,3837,73275,29053,7407,9975,1104,854,483,228,225,109,70,62,41,10,123,868,47,28,34,16,29,11,1
136927,3582,68182,28145,6713,8999,1215,352,506,260,226,102,72,58,32,12,112,1034,67,42,16,22,15,11,1
137490,1669,70549,29847,9327,9842,661,1373,472,237,204,99,75,59,38,10,144,870,61,19,14,18,34,15,1
137054,1504,68111,30009,8828,9442,1495,93,502,258,193,102,69,52,37,10,140,954,54,38,27,20,20,14,0
137808,5469,70827,29491,10542,9255,918,1350,543,264,196,95,71,57,42,13,84,1281,60,40,36,21,39,14,0
136159,7512,67184,29640,7668,8493,801,52,452,226,198,102,72,69,40,10,102,1197,66,27,27,23,21,11,0
137279,3396,75010,28502,9896,9828,1121,369,454,267,196,91,69,62,37,10,143,906,52,28,34,22,3,7,0
137638,1061,74113,28798,11948,8821,437,1117,513,231,182,98,73,66,35,10,73,819,45,20,41,11,32,16,0
137524,1786,70373,28967,8891,9495,1559,609,483,230,181,109,74,70,38,11,74,879,59,44,22,8,30,14,0
135731,7472,75029,29214,11793,10140,826,1468,557,222,190,94,75,65,31,11,116,1268,65,26,23,15,32,8,1
136377,4370,75829,28470,9596,10178,785,629,537,273,205,94,71,64,42,12,75,744,46,47,39,15,39,9,0
137630,5191,70716,28689,10134,9297,1100,1313,498,249,194,108,72,59,37,11,114,1126,50,20,11,18,19,9,1
136291,3151,71100,29368,8483,9833,446,357,480,226,197,91,70,67,41,12,75,696,61,35,22,10,11,9,0
137101,2953,72195,29774,7209,9219,301,60,559,271,198,104,72,69,39,11,133,912,63,43,35,16,29,11,1
136083,4354,75486,28000,8564,9116,346,1502,516,269,187,99,73,62,38,13,57,892,58,44,40,12,32,14,0
137461,7545,75562,28109,8666,9153,989,1275,515,229,201,108,71,64,34,10,130,1094,47,46,41,17,26,7,0
136878,1504,71615,29873,8069,8260,891,759,528,222,209,105,73,52,38,13,129,781,67,36,33,13,19,14,0
137623,6031,70230,29810,6849,9429,1127,775,551,224,207,112,76,61,42,12,124,712,55,43,13,11,41,12,1
137991,6512,67665,29906,8256,9746,866,565,459,261,184,100,71,69,42,12,121,930,62,39,10,20,20,16,0
137460,953,66154,28893,9568,9261,1167,1204,446,260,192,91,74,54,38,9,83,1299,54,34,36,23,3,7,0
137326,790,68028,29769,10119,9433,296,1171,484,250,202,92,75,51,31,11,64,1298,64,21,30,14,28,14,1
136949,1758,66215,29087,11385,9302,938,1069,522,224,220,99,70,65,31,11,64,1207,62,21,26,10,3,12,1
137875,4088,72473,28755,6636,8436,1041,1141,440,221,214,97,74,64,41,13,97,791,68,38,8,14,10,7,1
137851,3156,70238,28052,9820,8162,534,1116,489,263,206,94,76,59,39,11,140,1210,47,43,41,22,34,7,0
135981,1155,65431,28261,10300,8918,1491,1566,468,231,208,108,68,69,31,13,79,771,53,28,31,10,35,10,0
138652,649,74608,29552,10226,9515,607,1236,450,227,199,112,68,61,40,11,136,870,58,33,8,16,24,16,0
138248,1512,68893,29325,8964,9371,1683,153,439,238,211,111,74,71,33,10,77,753,51,35,37,9,42,9,0
137927,2791,74352,29991,8610,9387,625,478,548,228,194,110,69,52,33,12,80,1219,60,34,30,9,33,9,0
137305,6136,65593,28885,10640,8948,519,1470,515,250,203,110,75,55,34,11,75,812,71,45,21,17,5,13,1
138297,4766,74491,28233,10736,8460,586,915,444,235,197,97,73,68,42,10,142,749,53,31,34,19,10,16,1
136080,3791,75788,28072,10657,10135,455,277,466,230,203,108,69,72,33,9,137,795,46,47,25,20,28,9,0
135646,6035,68985,29380,7827,10074,592,1336,441,266,197,102,71,66,33,9,117,1199,50,31,28,14,41,7,0
137313,1160,73316,28950,10679,10035,1185,440,441,222,188,94,74,62,35,13,84,860,62,26,26,21,27,8,0
136983,973,73062,29626,11445,9048,823,615,525,262,218,104,75,56,35,10,79,1195,52,19,23,14,1,13,0
136477,3958,72146,28483,7876,9629,614,1177,543,271,190,106,72,61,38,9,72,1057,53,45,34,22,34,11,0
137191,2949,72884,29029,7381,9950,1682,856,458,235,210,97,69,55,37,13,80,1220,58,25,19,20,41,16,0
136267,7451,72610,29733,10451,9936,1115,154,552,242,187,95,69,72,42,13,106,807,69,36,10,13,2,16,0
138368,6041,70656,28876,11915,8391,1179,1591,482,272,182,112,71,55,39,9,127,1256,57,41,8,10,27,16,1
136777,8031,65586,29731,8147,8687,980,1560,465,254,202,106,70,67,42,9,53,1128,59,19,33,14,1,14,0
136211,7221,73941,30005,10672,8917,1636,881,539,269,185,100,74,68,35,11,125,757,70,20,37,11,11,12,1
137474,5276,75830,29831,10235,10246,1443,803,445,223,183,93,72,59,34,12,129,938,47,33,24,15,5,13,1
135973,6609,71886,28858,9628,8280,1588,1424,479,224,189,102,72,61,42,9,72,1204,67,21,20,19,40,14,1
137926,4775,70603,29857,11240,8473,1646,313,454,245,185,102,75,58,34,11,135,872,53,27,33,18,27,14,0
138707,678,68416,28136,8026,9959,548,1618,446,225,200,91,68,62,32,13,93,710,44,45,14,19,36,8,0
137014,1734,71174,28778,12049,8723,1085,593,547,232,209,95,73,70,39,13,124,876,66,29,23,9,13,16,1
137848,5894,72270,29427,10163,10018,465,22,498,273,186,104,73,51,37,10,137,994,50,27,31,21,22,12,0
137626,4443,73448,28627,9646,8962,389,647,521,275,184,109,71,66,41,10,65,977,68,46,9,12,11,13,1
136401,4525,73744,28554,7336,8541,1046,1329,506,244,216,110,74,58,32,11,140,752,61,26,20,21,39,8,0
136650,2694,74911,28742,12172,9762,314,1423,559,239,201,109,76,67,40,9,96,972,45,36,37,8,27,9,1
137956,2778,75828,28569,10180,8970,1525,600,536,252,197,110,76,59,38,13,132,1191,64,37,21,18,9,7,1
135506,1358,66535,29229,10488,9871,1077,1375,478,232,195,97,75,60,32,13,89,695,65,21,21,16,6,7,1
135978,1072,66299,28409,8584,9756,1402,880,466,257,207,111,68,59,32,10,112,1204,42,27,34,11,7,14,1
137751,3307,69060,29829,12185,9996,910,881,513,275,219,105,76,71,34,11,61,887,45,36,14,22,16,15,0
137515,5903,69416,29629,11354,9189,289,1234,491,267,199,97,71,53,37,9,115,889,58,26,12,17,40,12,1
138857,6175,69711,29059,7767,8582,488,1617,469,247,223,106,70,51,40,9,126,1093,50,46,37,20,29,13,1
135207,6879,70857,28229,10536,8408,317,95,532,238,183,102,69,68,39,10,106,898,59,29,23,21,28,9,1
137755,1255,74938,29250,8925,9583,373,1581,532,245,208,92,71,71,35,9,143,1224,58,43,27,21,18,8,1
135675,1544,70652,29718,9404,8692,1536,1456,502,271,202,103,74,68,33,11,102,778,58,45,11,23,41,10,1
136520,4633,75662,28261,8872,9118,1166,1383,558,243,186,92,68,56,36,13,84,1268,60,37,23,16,40,10,1
137411,2036,68983,29154,12054,8497,1466,782,480,223,211,93,69,62,39,10,126,1273,49,41,13,23,37,14,0
135684,7450,67561,29600,10903,8568,1118,1072,506,222,185,92,68,69,32,9,114,1005,62,38,26,8,2,8,0
138868,3824,75437,28891,6790,8716,931,1610,552,231,193,112,73,63,37,13,64,767,43,23,23,15,5,16,1
138343,4079,67153,28447,9494,8196,521,1244,537,266,214,97,74,60,40,12,93,1236,72,20,32,21,7,14,1
137814,6896,74091,28185,12097,8294,961,735,513,273,190,99,75,51,41,10,96,838,69,30,34,17,14,10,1
136104,2019,72195,29652,11167,9457,377,1029,517,257,220,102,69,69,40,10,102,801,63,30,33,21,6,8,1
135758,2636,68290,29209,7002,8182,1686,1078,453,250,220,100,68,66,34,12,136,1142,65,26,14,17,11,9,0
137167,2839,66162,29297,8385,8350,858,850,458,233,224,106,69,54,36,11,112,1259,57,21,31,14,0,15,1
137485,1154,69827,29686,9474,9193,1592,843,470,260,208,100,75,72,34,10,71,1239,61,46,36,13,15,9,1
136327,4447,66519,28351,8014,9415,895,1038,463,226,201,97,72,53,32,13,104,1261,45,31,28,18,27,14,0
136433,6892,69095,29436,11448,9508,420,522,440,232,217,90,73,54,35,13,72,810,43,47,17,12,11,10,1
137801,970,65827,29174,8663,9581,482,1406,460,259,216,107,71,61,33,10,126,981,67,31,38,17,33,9,0
138075,2660,72669,28383,9722,9198,696,1190,526,263,208,94,70,55,40,11,53,832,62,39,41,12,32,16,1
135667,7514,68222,29059,12067,8199,1081,1399,491,228,193,101,76,65,33,12,82,959,52,45,13,22,19,11,0
138725,4745,71149,28325,9676,9298,1609,1097,521,229,216,103,72,54,40,10,123,833,48,32,37,9,19,12,1
138539,2397,66462,28464,8244,8832,1225,818,484,224,181,111,74,69,33,10,131,847,70,23,31,10,42,15,1
137633,2617,66146,28465,10471,8422,416,1208,553,257,223,112,74,52,32,11,74,1302,68,25,26,8,6,8,1
138022,6232,75609,29118,8319,10157,1054,87,558,256,189,90,74,60,34,11,100,931,63,44,13,8,24,14,1
136047,5536,72259,29157,8329,9639,1184,355,550,252,200,104,75,61,37,13,127,846,63,27,22,11,12,13,0
137634,4798,68386,28161,11753,9361,897,1088,555,232,223,94,70,65,32,11,115,726,68,33,9,18,33,14,0
138124,7146,75262,28555,9085,8905,1201,1296,473,238,222,102,68,72,34,13,121,1170,62,31,22,9,17,8,1
135458,6670,68583,28299,8759,9007,1433,190,472,251,197,107,71,59,35,10,54,922,52,29,29,9,15,12,1
135482,1239,75317,29818,10148,9633,904,653,480,267,183,103,68,67,40,11,88,1097,48,25,26,10,27,13,0
136849,997,68623,28355,11965,10141,1113,1061,470,260,212,106,71,56,33,11,83,1024,52,44,30,23,35,9,1
137098,2731,65745,29263,7486,8229,1419,1397,442,263,215,100,69,54,35,12,66,966,48,44,9,14,39,14,1
135239,2803,66325,28563,8559,9683,417,664,441,266,186,90,75,72,42,13,93,1137,44,45,32,22,34,11,1
137733,895,75263,29961,7936,8663,694,379,495,259,186,108,73,63,35,13,125,914,48,39,31,10,18,16,1
138176,5351,66659,28792,8060,9453,1464,36,489,249,205,112,72,59,32,11,113,752,56,47,26,18,19,10,0
137467,6817,73510,29022,11490,8248,899,738,509,268,208,104,69,71,31,10,112,1063,45,47,12,12,31,12,0
138400,4531,71413,28585,7421,9532,527,951,512,275,219,111,70,55,32,11,65,999,59,18,16,22,10,12,1
136214,4362,74052,29830,11020,9734,1437,1275,544,260,181,109,76,69,42,13,56,1290,48,25,20,18,29,15,1
138271,3164,65771,28749,7623,9883,805,1158,487,249,220,108,72,69,35,12,74,757,71,40,15,15,18,13,0
138791,1926,65327,29190,10398,9557,1574,10,464,247,196,110,69,71,38,13,115,1168,60,22,19,10,32,14,0
135812,7392,74051,28139,7132,8714,504,1225,447,231,200,103,68,67,31,10,105,965,57,30,35,10,12,15,0
138175,2278,68536,29162,7460,9924,1424,333,560,253,204,96,72,57,36,10,144,868,68,30,26,8,31,12,1
137115,5854,74436,29904,11929,8339,1014,418,499,269,195,109,70,62,33,12,133,1152,50,41,12,18,16,8,1
135887,3444,69248,28234,11351,9012,1000,237,559,259,190,90,72,66,35,10,126,859,43,39,28,22,40,11,1
135812,5419,71472,29026,8911,9413,742,880,546,238,192,102,75,63,40,10,72,967,59,18,40,14,2,15,1
137507,4326,67279,28255,11583,9277,1195,1443,457,264,217,92,71,58,41,9,70,1279,62,21,33,11,4,7,0
138237,2893,70221,28370,6992,8258,519,1477,469,240,215,99,73,62,31,13,125,994,71,30,40,11,25,12,1
138213,4135,74307,28277,6796,8662,300,307,485,248,207,105,75,67,35,10,91,1190,52,37,34,8,6,15,1
137613,1317,67626,28515,7223,8575,727,580,528,242,193,110,70,66,40,9,139,1304,51,34,10,10,17,9,0
136981,643,67630,28903,9533,8647,1632,169,486,252,210,95,75,66,32,13,116,1032,66,27,20,13,38,12,1
137010,5650,72946,29805,11161,9136,727,1606,519,241,183,89,68,60,39,9,74,834,49,34,32,15,37,14,1
137791,3345,66302,29235,7416,8854,534,1172,463,257,215,109,71,51,33,9,81,1171,47,39,10,12,12,14,0
137896,2654,75034,29239,7387,8834,1465,1524,559,247,192,97,73,67,41,11,117,1047,51,34,27,21,0,9,1
136747,7974,71748,28269,10025,8321,582,593,472,258,209,105,71,55,40,12,74,1009,60,41,17,21,34,8,0
137130,1855,72137,28475,7284,10024,1056,1536,465,246,210,89,74,54,41,9,141,976,54,28,13,14,22,7,0
138061,4524,71767,29551,7999,8623,1491,451,502,243,202,90,71,53,41,10,130,840,62,35,10,12,19,16,1
138287,3010,74721,28927,8686,9610,903,521,535,254,197,107,73,51,40,12,56,984,61,20,22,13,37,9,1
136352,2652,72654,28063,10339,8780,1333,940,556,232,207,110,71,58,35,9,59,889,46,36,17,21,28,9,1
135774,3816,67829,29774,11960,9928,1618,439,463,231,202,99,73,69,35,10,72,1161,66,37,28,19,36,12,1
138380,5401,66730,28459,10533,8717,1166,146,495,256,187,110,75,54,33,10,124,1042,46,30,21,19,5,10,0
137110,6010,69212,29039,11262,8960,667,885,443,252,226,98,69,64,40,9,125,815,45,25,15,21,12,10,1
136212,3290,66832,28563,8652,10188,959,297,487,259,191,98,72,70,35,9,90,795,59,46,12,8,22,8,1
138804,1470,67192,29042,10606,9884,759,369,486,257,196,89,74,51,35,9,122,1041,55,20,40,10,3,13,0
135869,4116,66721,29348,11684,9390,887,808,495,263,216,91,72,67,38,13,83,1020,45,18,18,13,35,8,0
135468,807,73882,28907,6667,8492,414,893,483,236,202,104,74,54,38,9,103,1029,59,45,36,22,14,11,0
138433,3344,71068,28092,12021,9236,1341,1256,526,262,220,101,70,56,36,12,58,1278,53,36,25,16,10,7,0
136483,3926,68118,28772,9718,9407,567,659,518,251,217,97,71,64,32,11,75,1277,58,29,39,11,21,10,0
136123,2502,75361,28809,11575,9913,1372,123,527,261,183,96,72,63,39,9,136,695,56,42,24,9,29,12,1
136325,2630,70917,29040,10712,8134,1025,1434,458,226,215,99,70,72,36,9,110,868,47,42,9,11,17,15,1
136729,4036,66495,29646,11155,10200,1370,247,533,233,218,97,73,54,37,13,75,1227,62,42,35,21,9,13,0
136958,2890,71529,28839,8162,9479,471,1485,462,256,222,99,74,72,41,12,107,1028,56,37,40,23,4,8,1
136794,6881,76097,29895,9491,8249,1423,1405,533,231,221,112,73,61,37,10,67,1193,58,43,21,12,30,16,0
135446,4194,74349,28487,7244,8536,680,1121,542,231,218,111,73,68,41,9,59,1128,58,42,37,13,32,12,0
136760,7043,70605,29117,11139,8549,1188,959,555,268,204,101,72,66,35,10,85,1117,57,19,14,16,17,16,1
137378,2737,75008,29033,7616,8366,937,1129,500,240,214,102,73,54,40,11,113,836,55,23,33,16,6,16,0
137600,3393,73377,29747,8655,9732,1317,881,520,249,215,97,73,70,34,9,88,968,70,20,31,8,24,10,1
137443,3770,74645,28748,7414,10233,748,677,503,239,191,91,75,60,37,11,69,1306,42,19,28,12,20,15,0
137139,359,66142,29789,7227,8408,1172,1473,472,250,195,110,68,65,36,10,121,1176,72,25,21,17,33,14,0
136129,6902,70500,28527,11603,8364,433,1136,517,226,194,94,69,64,37,9,97,884,44,25,22,21,22,12,1
138653,4121,71221,29512,10592,8591,1473,569,517,276,225,102,73,64,34,9,98,713,56,21,39,8,15,10,0
138269,2971,75174,29167,6973,9706,1236,479,470,237,197,101,73,65,32,12,120,766,58,31,21,9,26,15,0
137892,5660,65594,28553,6949,9140,958,881,552,238,201,89,74,71,40,12,113,776,53,24,39,9,12,11,1
135426,3599,71397,28514,8976,9312,976,468,487,256,208,102,68,67,39,9,61,1176,58,47,33,10,12,13,0
137948,6415,71712,29942,11471,8621,585,365,461,275,223,100,73,69,37,11,143,750,62,27,25,19,24,12,1
138747,719,74136,29493,7884,9289,1621,757,532,238,218,111,75,53,34,13,111,821,52,40,9,15,41,16,1
138748,6177,71978,28376,7488,10014,633,778,543,263,202,91,70,70,32,11,88,977,46,21,26,15,32,15,0
135464,4631,75627,29691,8666,9674,1186,925,460,232,214,102,71,53,38,12,54,876,56,38,31,8,16,11,1
136595,3250,70320,29517,7542,10134,1514,338,518,262,181,90,68,72,38,12,63,705,67,42,32,18,24,12,0
138757,4351,71043,29708,9836,9468,1077,1199,534,276,203,111,70,52,40,13,76,1235,54,19,9,17,17,15,1
136657,4147,65410,28483,7376,10241,973,1319,474,223,212,98,74,55,38,12,107,974,50,34,41,12,17,7,0
135845,1294,74075,28451,10460,9998,1133,93,537,267,184,92,76,56,33,12,81,1041,59,47,16,13,15,15,0
137458,470,74978,29559,6565,8133,471,354,500,238,221,95,69,59,42,10,131,1071,54,44,41,23,26,14,1
138843,2200,70164,28786,9023,9613,872,1091,557,236,223,105,73,60,40,13,55,919,44,35,33,22,9,12,0
138648,6019,66948,29098,7222,8332,1638,148,493,259,186,98,74,51,34,12,70,783,43,46,13,17,23,12,1
136618,1409,71681,29063,7566,9722,1184,4,500,263,196,112,69,53,32,11,73,915,61,31,19,8,23,12,1
136673,5415,67681,28301,7792,10141,1247,245,456,248,190,90,75,55,37,12,96,1232,43,36,16,21,0,9,0
138190,5895,65405,29575,6984,9316,1299,761,458,262,215,112,69,59,42,9,86,987,67,39,17,12,31,15,0
136587,4562,71118,29085,11471,8621,1177,986,476,229,204,112,72,51,37,13,94,792,42,22,28,19,18,10,0
137099,6924,75186,29773,9002,8736,1095,646,541,240,190,108,73,67,31,11,119,1309,46,36,23,10,8,9,1
137704,6191,75225,29526,9833,8440,846,892,520,238,192,103,68,58,39,9,108,1253,43,33,24,20,4,9,0
137972,2827,65681,28998,8684,8158,1370,443,509,245,213,100,74,64,39,9,60,975,67,21,21,22,21,11,0
136449,705,69656,29268,7796,10115,906,1207,463,241,207,89,73,66,35,10,112,1114,51,39,36,9,23,15,0
136181,8022,71218,28017,7378,8685,391,286,542,265,205,98,71,59,37,10,110,1127,54,37,19,18,29,9,0
136354,5047,66616,29675,6533,9637,950,211,488,246,190,112,69,66,40,11,55,968,57,23,40,12,11,14,1
135787,7256,70754,28397,7476,8342,1410,1560,497,243,205,97,73,66,38,13,65,1175,68,37,30,16,15,16,1
135675,1095,69374,29006,10456,8327,305,1019,519,230,212,102,76,66,33,11,132,978,54,42,11,14,11,10,0
137021,6745,70104,28593,9044,8617,1280,695,515,273,222,97,75,56,37,9,95,972,68,21,18,12,20,8,1
136185,1724,66206,28188,9761,9268,901,216,519,264,206,110,73,57,35,10,100,1231,65,18,38,18,10,11,1
138548,3779,72921,29643,7393,8226,1369,848,538,233,184,112,72,55,34,9,61,1080,67,19,27,11,20,14,1
137403,1422,65962,29769,9701,8434,996,1508,529,273,189,112,74,54,40,9,138,1183,70,20,19,21,1,15,0
136441,649,72018,29803,7267,8857,892,334,559,274,207,109,70,64,32,10,129,914,62,30,11,21,26,15,1
135389,2304,73954,28103,8888,9531,1304,886,534,257,189,108,76,69,37,10,120,855,46,28,22,12,41,16,1
136640,7455,66242,29946,12108,9867,861,171,443,276,224,98,73,61,37,13,98,1272,67,44,18,10,24,8,1
136180,2816,73649,29669,7311,9408,738,874,444,232,206,98,69,57,40,9,142,1262,55,35,41,10,10,7,1
136898,5707,71715,29367,9618,10225,648,518,497,256,191,99,72,56,40,10,103,1110,59,23,10,16,40,8,1
136915,1981,68609,29394,10949,9693,1006,1330,498,223,218,106,76,60,42,11,82,1273,60,39,39,17,16,14,0
137793,5038,66626,28032,8632,9593,421,152,442,234,212,91,73,72,38,9,106,765,52,29,36,13,32,12,1
135240,4313,76060,28748,9764,10130,293,486,528,255,210,100,76,68,41,13,118,892,48,42,28,14,34,14,0
137554,3672,67406,28373,8628,8364,990,410,445,254,219,91,68,55,34,13,90,1152,70,28,26,14,19,12,1
136142,952,70099,29871,6641,8781,810,1444,539,260,189,100,69,54,40,9,97,1055,69,28,41,23,25,15,1
135537,7291,74139,29201,7645,8346,1106,310,470,249,191,110,76,53,32,12,122,821,50,20,25,14,14,13,0
136537,7525,68238,29035,7310,8523,1453,486,494,250,203,111,76,72,41,9,90,884,64,31,19,11,18,15,0
136298,5927,67783,29886,7184,9182,1110,499,449,227,197,110,68,55,33,11,109,1005,59,47,22,15,0,7,1
138200,7029,66675,29976,11647,9935,1636,567,538,274,212,99,72,53,31,13,107,1083,50,38,17,10,24,14,1
137526,1432,73156,28740,7130,8932,1377,91,474,222,191,102,73,64,41,10,69,876,56,34,28,17,33,14,1
138447,5251,75315,29844,8649,9581,717,668,452,238,202,105,72,63,42,10,57,1256,50,20,9,10,40,12,1
136095,1215,65544,29804,6800,8110,662,492,454,246,212,111,70,56,36,9,64,938,42,38,26,19,31,10,0
137520,5613,67648,28889,8162,10106,1194,1095,474,237,189,100,73,63,38,10,86,894,57,40,23,20,12,15,1
138084,5142,74359,28455,11689,9128,1654,1100,488,266,197,112,76,54,40,9,113,909,44,27,12,23,18,11,1
137867,6405,65779,29893,11438,9840,1569,45,543,232,205,109,71,51,42,12,55,1128,56,45,13,20,39,14,0
136874,6230,75954,29666,7231,9044,1084,804,466,270,196,92,69,69,42,10,127,731,59,19,21,11,20,12,0
138109,4853,67235,28248,7419,8534,1252,758,440,252,226,93,70,55,42,11,103,702,45,42,35,23,17,16,0
136130,7468,71057,28447,11201,9859,1230,1538,512,269,213,91,74,63,38,11,70,1249,47,28,16,13,7,13,0
135488,3759,65387,29017,6845,9167,684,1357,463,249,182,103,68,52,34,13,74,749,61,44,37,9,18,12,0
135923,4180,74732,28979,9395,8367,1300,735,541,268,223,93,74,59,34,10,56,1113,53,46,30,21,20,9,0
138140,5105,74064,29593,9767,10242,1165,982,558,230,219,111,74,60,42,9,111,793,70,20,11,16,36,16,0
137519,2747,74305,29027,10042,8481,1246,760,482,256,222,111,73,65,40,12,75,764,51,41,32,23,34,15,0
137153,2117,65478,29259,11688,9921,358,1238,443,222,192,105,69,67,42,11,81,1223,44,44,41,19,20,14,1
136289,3702,75217,28172,11487,8614,588,76,536,257,223,110,68,70,42,13,99,924,52,33,10,11,2,14,0
135682,6751,65462,29345,8050,9843,1006,1512,525,234,214,92,70,70,31,9,144,1280,62,32,30,17,29,14,0
136135,3494,67940,28370,7965,9029,1336,1254,552,230,205,107,76,68,36,11,105,1055,71,36,16,19,42,13,1
137495,2860,74497,29571,10774,9737,1169,49,540,260,194,101,72,65,34,10,123,1314,57,32,31,8,30,12,1
135355,4246,67648,28790,9222,9548,1638,660,535,221,189,91,72,67,39,13,106,889,44,45,28,22,2,11,0
136270,7226,67721,28748,7002,8298,992,106,491,261,210,102,71,51,32,13,68,1235,43,29,32,14,29,8,0
137158,6947,69598,28786,11323,10155,1230,1455,525,275,192,110,71,60,38,9,93,1009,65,23,29,22,41,10,0
137701,2454,69442,29319,11526,10026,749,697,456,241,190,105,74,60,37,13,111,978,57,40,14,9,3,7,0
137448,2898,69803,28839,11286,9880,844,497,450,225,204,109,69,55,38,11,95,781,46,18,35,22,29,10,0
136883,919,66517,28399,10085,8904,1217,1030,494,229,214,92,74,60,32,9,108,1045,45,18,14,11,26,16,0
135323,4075,67774,29081,6722,10074,400,824,544,229,192,98,71,67,40,11,97,703,42,23,25,18,4,8,1
137248,8006,66229,29898,10723,8426,429,291,510,238,206,112,73,63,42,11,77,1026,69,37,32,16,28,14,0
136167,6241,73258,29553,6509,9813,432,978,520,276,212,97,68,64,39,10,78,976,65,24,37,10,30,11,0
136054,6751,73808,28547,11934,9717,1283,1365,552,225,215,112,74,54,34,13,116,1194,65,45,16,8,8,11,1
135839,3603,66802,28407,10662,9747,1559,1303,533,236,193,111,70,70,31,10,89,923,48,19,13,11,23,7,1
137438,4174,65720,28640,10738,9669,853,535,522,254,199,107,76,70,36,12,67,800,58,34,27,15,11,7,1
136802,7102,71130,29536,8292,9150,1366,311,533,224,193,96,72,55,34,12,143,962,59,22,25,17,17,10,0
137763,2059,69658,28063,7048,9029,1596,490,494,241,202,89,73,65,32,10,84,717,55,37,36,11,1,9,0
135641,4626,66749,28573,7389,8629,347,76,483,275,203,108,73,68,31,12,110,919,43,47,8,13,41,8,0
137144,6575,71111,29901,9708,9356,504,123,449,270,181,91,74,53,36,12,112,1223,72,24,33,17,8,11,0
137038,2025,73919,28419,10165,9519,1126,965,466,257,188,107,70,65,38,10,60,1264,67,45,16,13,23,11,0
137029,6439,73171,29866,8643,10105,837,283,534,260,225,106,68,65,33,10,105,968,68,25,11,8,5,7,1
137390,4735,73888,28145,10004,9430,1593,844,502,264,219,111,68,60,42,10,122,1207,51,28,40,14,4,10,0
138462,3548,74287,29295,10426,8523,1155,481,486,234,214,102,74,62,40,12,97,1172,46,34,24,12,32,16,0
135732,1848,65406,28016,8907,8249,526,1247,441,247,193,102,69,62,38,13,60,715,52,33,9,23,40,11,1
137474,5822,69349,29815,9681,9613,1619,1101,514,269,224,98,74,55,39,11,116,961,44,45,17,18,23,12,0
136536,3826,73589,28097,8598,9170,1188,607,524,232,221,91,75,55,32,11,55,1090,68,25,30,12,6,12,0
136148,2703,67203,28451,9675,8238,571,556,465,247,190,111,68,58,34,13,138,695,68,47,12,14,0,15,0
138573,4847,72949,29762,8808,9970,493,68,544,276,183,90,72,63,36,10,116,1265,53,42,25,16,39,9,0
137219,5080,68870,28974,8152,10161,1047,1122,487,254,208,107,69,58,37,9,105,826,59,31,10,22,7,11,1
